image,label,delta_low_mean_50_100,delta_mid_mean_50_100,delta_high_mean_50_100,delta_low_std_50_100,delta_mid_std_50_100,delta_high_std_50_100,delta_low_mean_100_150,delta_mid_mean_100_150,delta_high_mean_100_150,delta_low_std_100_150,delta_mid_std_100_150,delta_high_std_100_150,delta_low_mean_150_200,delta_mid_mean_150_200,delta_high_mean_150_200,delta_low_std_150_200,delta_mid_std_150_200,delta_high_std_150_200,delta_low_mean_200_300,delta_mid_mean_200_300,delta_high_mean_200_300,delta_low_std_200_300,delta_mid_std_200_300,delta_high_std_200_300,delta_low_mean_300_400,delta_mid_mean_300_400,delta_high_mean_300_400,delta_low_std_300_400,delta_mid_std_300_400,delta_high_std_300_400,delta_low_mean_400_500,delta_mid_mean_400_500,delta_high_mean_400_500,delta_low_std_400_500,delta_mid_std_400_500,delta_high_std_400_500,delta_low_mean_500_750,delta_mid_mean_500_750,delta_high_mean_500_750,delta_low_std_500_750,delta_mid_std_500_750,delta_high_std_500_750
members/member_10.png,1,-0.004977537319064102,-0.023474257439374903,-0.0437333211302757,-0.0009187674149870994,0.0016099568456410997,-0.0027740327641368,-0.0018333364278077975,-0.009014897048473303,-0.032044753432273906,-0.0013781911693513003,-0.0031583607196808,-0.0033878274261950996,0.00018469057977199901,-0.0111371316015721,-0.024483095854520798,0.0032153255306184006,-0.0006567873060703,-0.0017830694559962004,-0.005655599758029001,-0.014298753812909102,-0.0282361693680286,-0.0033585620112717004,-0.0027849576435983003,-0.0024767173454165,-0.0037133358418941984,-0.012310022488236398,-0.0130668515339494,-0.0007037459872663004,-0.0010130992159247,-0.0007857746968511999,-0.0040472457185387,-0.007465263828635201,-0.005560311255976601,-0.0007229549810289998,-0.0010612111072988001,-0.00021385921718320003,-0.0109509250614792,-0.006118267425335999,-0.0030341457313625,-0.0044207404716872,-0.001248997501534097,-6.368311733234137e-05
members/member_11.png,1,-0.0049358382821083,-0.034465983510017395,-0.0683600604534149,0.0019140243530273993,-0.0007176101207734004,-0.0051590730436147005,-0.0035839471966029046,-0.021146088838577298,-0.04390797764062879,-0.0029683774337172994,-0.0005081566050647995,-0.0019977404735982,-0.002367191016674,-0.011651393026113496,-0.022374492138624205,-0.001893970184028101,-0.0019111088477075005,-0.0023039770312606998,-0.0018660165369510998,-0.024424206465482698,-0.0248567219823599,0.0010207449086010005,-0.0022084414958954005,-0.0016738539561630002,-0.0075003430247307,-0.016505042091012005,-0.011569682508707102,-0.0016494351439177999,-0.0030923512531445,-0.0010522337979637,-0.007140107452869398,-0.010041248053312298,-0.004960901103913699,-0.0020487343426793003,-0.0010559955844655,-0.0002219027956016,-0.0089767450699582,-0.007043423916911699,-0.0027721838123398,-0.0029901243979112,-0.0006685107837256281,-3.651565202741185e-05
members/member_12.png,1,-0.004122978076338799,-0.022614330053329405,-0.028214532881975105,-0.00022587040439240019,-0.002817397471517301,-0.0022845384664832995,-0.003881501033902099,-0.0107709355652333,-0.011761667206883496,-0.0006416845135391001,-0.0005736714228987,-0.0009770407341421002,-0.002691103145480201,-0.0076564587652683015,-0.007447659969329799,-6.230222061279992e-05,-0.0006217183545231993,-0.0009083308978006001,-0.0029250103980302984,-0.011681936681270598,-0.009014920797199,-0.0006407988257706,-0.0017279500607401002,-0.0011932976194658,-0.0041998028755188006,-0.0059039010666311,-0.0039149259682745,0.00021138601005079964,-0.0006491891108454,-0.00044567618169820004,-0.004615711979568001,-0.0036950896028429,-0.0018602025229484001,-0.0022526262328029,-0.0009982557967305001,-0.0001935712352860094,-0.005972136743366699,-0.0029424537497107,-0.0010232193599222,-0.0026931515894829997,-0.0006403046791091863,-5.395715925260447e-05
members/member_13.png,1,-0.003521062433719701,-0.017435424029827104,-0.06578613817691802,0.0003262804821133995,0.0027520023286342994,-0.002615882083773601,-0.0036339666694402,-0.017726153135299703,-0.0337664112448693,-0.0011647306382655993,-0.0028602355159818996,-0.004362138453871099,-0.002869496122002598,-0.010708037763834,-0.021898340433835997,-0.0007353848777712007,-5.956925451760034e-05,-0.0005239453166723,-0.0043663140386343,-0.014447230845689798,-0.024243293330073298,-0.0010436330921948,-0.0020865681581198996,-0.0025091983843594998,-0.003943784162402202,-0.0111967641860247,-0.013509863056242499,-0.0008775964379310001,-0.0010327317286283,-0.0015896804980002,-0.0037339590489864002,-0.008705198764801,-0.0066889058798551,-0.0006710710003972001,-0.0011368850246072002,-0.0004902627115371,-0.008415317861363299,-0.009948215621989201,-0.0040159145573853,-0.0037737274542451,-0.002471128129400228,-0.00013981091615270085
members/member_14.png,1,-0.007838916033506404,-0.028623878955840995,-0.0409568846225738,-0.0016744425520301004,-0.0017934436909853996,-0.0010589263401925,-0.004156626760959698,-0.0104996673762799,-0.0169591195881367,-0.00018958514556280046,-0.0011791833676398,-0.0026543934363872004,0.0004050303250551987,-0.009154699742793999,-0.011870320886373499,0.0003533642739057003,-0.0009000594727694997,-0.0016544720856472997,-0.0007455181330442984,-0.0101123489439488,-0.0126063171774149,0.00024667801335449997,-0.0018133870325982003,-0.0011783012596424001,-0.004147298634052301,-0.0080130086280405,-0.0051110729109496,0.0010533044114709005,-0.0011466540163383,-0.00026693385734690003,-0.0018676854670046997,-0.0043077738955616994,-0.002093369839713,-0.0009335675276816004,-0.0006271700258366999,-9.501377644481406e-05,-0.0121046088170261,-0.003014666683157,-0.0011216546627111,-0.0053390265675261,-0.0007171244160417296,-2.068511093966663e-05
members/member_15.png,1,-0.0023756362497805994,-0.034249395132064805,-0.0651321560144425,0.00046428665518759987,-0.0020799795165657997,-0.004597455263137801,-0.004757501184940401,-0.019935447722673395,-0.027388468384742695,-0.002195646986365299,-0.0027307518757879994,-0.0005500428378582001,0.0009526982903480946,-0.015131432563066503,-0.0162487458437681,0.0010447669774294004,-0.0007181316614151001,-0.0014655746053903996,-0.0036435648798942982,-0.0205061342567206,-0.0158899147063494,-0.0016066199168563002,-0.0031087631359697,-0.0018327719881200003,-0.005406990647316,-0.0113767068833112,-0.006495399400591901,-0.0006028008647262998,-0.0016356194391846002,-0.000552610566956,-0.0085748909041285,-0.0067654508166016,-0.0026389827253296997,-0.001956457272172,-0.0006902100285514999,-0.0001345843629678,-0.0131759722717106,-0.0040878423169488,-0.0014380353240994,-0.0039064015727490005,-0.0007074619315972007,-4.0368875488613155e-05
members/member_16.png,1,-0.005969043821096497,-0.023133233189582804,-0.042955949902534485,-0.0015059374272823004,-0.002522153779864301,-0.0028998162597418005,-0.0019945632666348995,-0.007048435509204802,-0.025884181261062705,-0.0005971295759082005,0.0006365459412336003,-0.0018606157973409003,-0.0005385763943195031,-0.006810903549194398,-0.016757313162088394,-0.0005397205241024,8.428469300299571e-06,-0.0014303969219327,-0.0032951831817626988,-0.013718254864215795,-0.021444683894515003,0.0013308203779161011,-0.0022273864597082,-0.0022459921892732,-0.0042226184159518,-0.011329056695103704,-0.0120424143970013,-0.002533718012273301,-0.0016348939388991,-0.0013896779273637,-0.0034050196409224995,-0.008811473846435498,-0.006199234630912501,-0.0007693208754063,-0.0007487731054424997,-0.0005183413304621,-0.0099620239343494,-0.0132377769332379,-0.0037946176744299,-0.0036035913508384995,-0.0033865392324515,-0.00018853120855052036
members/member_17.png,1,-0.0017912164330483038,-0.030402809381485,-0.0534285120666028,0.0008571026846766003,-0.0020869360305369004,-0.0037543070502579004,-0.003924332559108696,-0.0171663984656334,-0.026320762932300505,-0.000901481136679599,-0.0012355996295809,-0.0030727824196218998,-0.00040010921657090276,-0.009149298071861302,-0.013110872358083697,-0.0012125610373914008,-0.0008085584267973995,-0.0010404293425381,-0.005399003624915997,-0.014026712626218803,-0.0115819843485952,0.00014748563989990058,-0.0007975818589330006,-0.0008854130282998999,-0.0066966507583857,-0.0105944508686661,-0.005323197925463301,-0.0033920495770871006,-0.0016865287907421,-0.0006742842087986999,-0.006226619705557802,-0.0063746534287929995,-0.0023690557572991003,-0.0009144812356680996,-0.0009478250285610997,-0.00020450947340576177,-0.0094775810139254,-0.0070043284795247,-0.0013277308607939,-0.0027913961675949,-0.0017836229671956496,-3.6050369089934975e-05
members/member_18.png,1,-0.002410277724266101,-0.013203293085098294,-0.0416132733225823,-0.0023622033186257,-0.0021266513504087994,-0.0054196766577661,-0.0024792943149805,-0.007304437458515202,-0.023057721555232995,0.0018363664858042994,-0.0002414840273558998,-0.0005971952341497005,-0.0009105745702981984,-0.005503334105014801,-0.013156905770301798,-0.0011638519354165,0.00018269149586549929,-0.0020462528336794,-0.0018949136137962012,-0.007945053279399799,-0.0138445906341076,-0.0008900272659957001,-0.0011384547688066994,-0.0009443497983737997,-0.002831868827342999,-0.0058555081486702,-0.006688216701149901,-0.0010772147215902996,-0.0012153694406151004,-0.0010618044179865,-0.0020779008045792007,-0.004831736907363,-0.0037556265015154995,-0.0018073958344757002,-0.0012648666743189,-0.0004961665399605,-0.0070014172233642,-0.0095876682316884,-0.0026467688294361004,-0.0014037331566214997,-0.002137413117452512,-0.00012632587822731316
members/member_19.png,1,-0.004348218441009504,-0.0332571044564247,-0.0602667480707169,-0.0010967738926410987,-0.004097574390470999,-0.0007339422591030997,-0.0038020778447389984,-0.0133102312684059,-0.025293737649917596,0.001918281428515899,-0.00046779122203579986,-0.0010231584310531,-0.0025566294789313992,-0.012258611619472497,-0.013703648000955602,-0.0023537920787929986,-0.0016645276919008004,-0.0015413863584399002,0.0009710118174552987,-0.0164272598922253,-0.0183649715036153,0.0014550164341925985,-0.0020001023076474007,-0.0015447027981282,-0.004889750853180899,-0.014037821441888802,-0.0101551795378328,-0.0027046324685215993,-0.0025102482177316995,-0.0015965890488587,-0.0047885673120618005,-0.0107931308448315,-0.006039627827703901,-0.0017135124653578004,-0.0013371474342421,-0.00047416823508680003,-0.012784227030351699,-0.0099667402100749,-0.0038642534636893,-0.0047238495317287,-0.001352614995994342,-0.00016468295507364092
members/member_20.png,1,-0.004045752808451701,-0.0258009806275368,-0.05087669193744661,-0.0014206138439475996,-0.0019306112080812003,-0.0008094618096948,-0.0025723129510878996,-0.011477824300527607,-0.0186146795749665,0.0004438050091265999,-0.001248581334948499,-0.0012008943594991996,-0.003965387120843,-0.008822474628686898,-0.014617078006267506,-0.0006515537388622995,-0.0007704547606409004,-0.0028703948482871004,-0.004013285040855401,-0.0165077410638332,-0.024661598727107097,-0.00021598581224680034,-0.0016007139347493995,-0.0028813194949179996,-0.006506792269647101,-0.012465102598071102,-0.0125996293500065,-0.0025973715819417997,-0.0024274450261146004,-0.0010722797305789,-0.0027060555294155988,-0.008360437117517,-0.005675708176568199,0.0006100605241953997,-0.0020152812357991,-0.00037276012881190003,-0.005988588789477901,-0.006492860178696,-0.0032036972261267,-0.0026759123429656,-0.0007624051759194079,-5.787197369496655e-05
members/member_21.png,1,-0.004809591919183696,-0.0367273241281509,-0.06254909932613371,0.0028753979131579,-0.0011465745046735,-0.0028336024843157006,-0.001890625804662701,-0.017853148281574194,-0.026899784803390496,-0.0009601358324288992,-0.0022265808656811003,-0.0016869753599167,-0.0038870293647050996,-0.011234324425458998,-0.017889447510242504,-0.0011882781982421996,-0.0008033476769924996,-0.0012768586166202996,-0.0030873194336891,-0.016114901751279803,-0.019831752404570597,-0.0022797365672887005,-0.0027185976505279003,-0.0018869184423238004,-0.004156932234764103,-0.013878224417567201,-0.010662302374839701,-0.0006393012590706001,-0.0008197273127734999,-0.0015442181029356999,-0.004191022366285298,-0.011392396874725898,-0.0050437266472727,-0.0021719564683734998,-0.0023477009963243996,-0.00043209728028159995,-0.012985162204131501,-0.0126695464132353,-0.0031380682485179,-0.0029755872674287,-0.0019170161358487725,-0.00014683201879953464
members/member_22.png,1,-0.006392424926161801,-0.018154490739107104,-0.03779163211584091,-0.0003275219351052995,-0.0005872482433915008,-0.0042005241848527995,-0.0026054475456476003,-0.008969623595476199,-0.01623610034584999,-0.0022524413652718006,-0.0014857035130263,-0.0006488990038633997,-0.0024271495640278,-0.004458323121070799,-0.0117466039955616,-0.0010156505741178998,0.0012904177419842,-0.0016874787397681999,-0.0029180683195591008,-0.0055634509772062996,-0.016074636951088902,-0.0020233392715453997,-0.0014180908910930998,-0.0014210084918887002,-0.0034423284232615974,-0.009097747504711099,-0.010930349119007601,-7.356889545920026e-05,-0.0015013557858765,-0.0011717684974428,-0.0040174061432481,-0.0080619025975466,-0.0055173598229885,-0.0006698432844131998,-0.001439735526219,-0.0003583722354961,-0.0097170078661293,-0.0111467930837534,-0.0033618676679907,-0.001870796084404,-0.002088451725285201,-7.439500041063304e-05
members/member_23.png,1,-0.005709514021873405,-0.028006047010421795,-0.0805868729948997,-0.002947299275547201,-0.005165541544556699,-0.0030321739614010005,-0.0030703134834766978,-0.015920281410217202,-0.034232892096042696,0.0014790953136980005,0.00017425883561380043,-0.0035206191241741,-0.0023592244833708018,-0.0126862078905106,-0.019314669072628,-0.0008117421530187,-0.0016447422094643012,-0.0007303496822715001,-0.00039277225732799875,-0.018460106104612406,-0.021007621660828597,0.0010481798090041005,-0.0009770854376256995,-0.0015642816433683,-0.00045233033597470024,-0.0166020523756742,-0.0114014903083443,-0.00046017300337560137,-0.0024707452394068003,-0.0012143144267611,0.0023750346153974984,-0.014024970121681699,-0.0054992141667754004,0.00023726932704450088,-0.0017058005323633998,-0.00041790041723289994,-0.024788704700767997,-0.0127639632555656,-0.0032183145231101003,-0.0077945461380295004,-0.0015731753592262117,-0.00011579658530527898
members/member_24.png,1,-0.003058917820453602,-0.034495718777179704,-0.0629155859351158,-0.0012919334694743,-0.0026860823854804004,-0.0034767379984259987,-0.0006953366100787978,-0.0205044895410538,-0.0402505695819855,0.00031793303787710017,-0.0025560362264513995,-0.005910654552280901,-0.0022997763007879986,-0.011864218860864605,-0.021261699497699703,-0.0009600808843970004,-0.0012718173675239,-0.0017722386401146997,-0.008860578760504702,-0.016457047313451798,-0.0225716605782509,-0.0005926964804529996,-0.0023147063329816003,-0.0021263826056383,-0.0038342457264661997,-0.008768550585955399,-0.0090382201597095,-0.0013289637863636,-0.0010162645485251999,-0.0004015830345452,-0.007048965431749798,-0.0044437758624552995,-0.0037037800066173,-0.0009253961034118999,-0.0005229528178460999,-0.00012016246910210001,-0.008996727643534501,-0.0029169851186453,-0.0020848171552642998,-0.0034006301430054,-0.0006517258116218082,-7.191509212126014e-05
members/member_25.png,1,-0.0027073156088589997,-0.009262707084417302,-0.025107517838478095,-0.0008377362973988004,0.00012420769780879977,-0.0025257859379053003,-0.0029108803719283,-0.0048978421837092,-0.010972289368510201,-0.0009755208157003004,-0.0013713543303311001,-0.0012009602505714,-0.0019710501655936,-0.0012546181678772007,-0.006002102047204999,-0.0021233758889137996,0.0004834807477891003,-0.0010465842206031002,0.0013653719797731,-0.0058217756450176,-0.009161073714494702,0.0010617719963193,-0.0021890043281018,-0.0012193565489723999,-0.0021612597629427997,-0.0053391112014651,-0.0054142843000591,-0.0002740430645645003,-0.00036960677243769993,-0.0006960843165871,-0.0013120966032147997,-0.0050585404969752,-0.0028487158706411,0.0010705031454563002,-0.0012264252873138003,-0.0003546895313775,-0.002814746927469901,-0.006232098792679599,-0.0016435531433672,-0.0030229976400733003,-0.0013982197160657221,-8.672273179398163e-05
members/member_26.png,1,-0.005220515653490999,-0.03124050796031949,-0.0577141642570496,-0.0011731330305337993,-0.0022149113938212013,-0.0024955896660685,-0.003946663811802899,-0.013185787945985808,-0.026710063219070393,-0.0026361830532550005,-0.003588925115764199,-0.0022470564581454,-0.00029430724680420267,-0.010095171630382496,-0.015560146421194104,0.0022514844313263,0.0006096777506172995,-0.0010394447017460996,-0.0049549471586942985,-0.010425977408885997,-0.019281608983874297,-0.0038252663798629995,-0.0020083263516426,-0.0015696452464908001,-0.0016208291053772007,-0.012331839650869404,-0.010228282772004601,-0.00023957248777150067,-0.0014904474373906998,-0.0013003913918510999,-0.003932993859052599,-0.010692175477743098,-0.0056593865156174,-0.00029227370396260003,-0.0014996537938713997,-0.0005615033733192001,-0.0112747625680641,-0.0129061309853569,-0.0034829859796444997,-0.0041934883338399,-0.001988700871152048,-0.00011243732660657998
members/member_27.png,1,-0.006186598911881499,-0.029725544154644,-0.06675528734922409,0.00031688390299669956,-0.0036367271095514003,-0.0017222091555595996,-0.0005607418715952994,-0.018622875213623095,-0.031064964830875404,0.0007534595206379995,-0.0011832630261779005,-0.0019038352183996998,-0.0058424808084964995,-0.0094304159283638,-0.017914015799760805,-0.0022982815280555994,-0.0017727916128934002,-0.0018452284857630999,-0.003710772842168801,-0.0188358295708895,-0.019398214295506498,0.0002792393788694997,-0.0015662373043595999,-0.0016504959203303,-0.0060745077207685,-0.0154435206204653,-0.0089211692102254,-0.0011462541297077994,-0.0022975334431977,-0.0005206511996221001,-0.0045209908857941,-0.0082290354184806,-0.0038464409299194,-0.0026489801239222,-0.0010143643594346,-0.00021704057871829998,-0.0066888745641336,-0.0056064839300234,-0.0020929610764142,-0.0016183875268326001,-0.0007645664518349757,-6.129824032534108e-05
members/member_28.png,1,-0.007301500067114899,-0.0321248359978199,-0.0419366881251335,-0.0023527592420578003,-0.002963608596474,-0.0044803959317506,-0.005524426698684699,-0.0139803048223258,-0.015094030648469897,-1.816079021003253e-07,0.0001770062372088996,-0.0008284347131848001,0.0023084878921508997,-0.008063362911343502,-0.0081799551844597,0.0022678673267365005,-0.0011929571628570995,-0.0012777273077517997,-0.003409086726605899,-0.0090812789276243,-0.0075552570633590005,-0.0012163668870926007,-0.0017971899360418003,-0.0007841139449738001,-0.0031516635790467,-0.0060486756265163,-0.0032285314518959,-0.0016409959644079998,-0.0009823264554142998,-0.0002384027320658,-0.0024616317823529,-0.0034448280930518996,-0.0013214870123192002,-0.0012719165533781,-0.0004745433689095001,-9.608919208402641e-05,-0.0083014959236607,-0.0025948494003387003,-0.0007146515345084279,-0.0032064487459138,-0.0005875989172636321,-3.9654940337641165e-05
